ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
R_UAsBT3oPwku0OUp,10/27/2015 23:23,10/28/2015 0:01,1,Respondent,a middle income economy,a middle income economy,Respondent wins,0,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"Since the tribunal unanimously decided that the Respondent did NOT unfairly treat nor wrongfully expropriate the Claimant’s investment, the Claiman'ts case should be dismissed. In other words, the Claimant should have lost its case in full. The Respondent suffered expenses due to a wrongfully initiated arbitration case and should thus be compensated for the damages so as to resume the state where no such arbitration case had existed. Also, this is aimed to discourage companies to initiate frivilous cases against countries (which has been an unfortunate circumstance of the current ICSID arbitration).",1,2001050,80,0,0,0,1,0,NA,NA,NA,NA,NA,"As to the damages, since both experts are equally credible, for the sake of balance, 50% of the amount alleged by the Claimant's side, which is also about 50% higher than the amount alleged by the Respondent's side, should be a reasonably balanced amount of compensation.  /  / As to the legal fee, as the losing party, the Respondent should reimburse the Claimants legal costs. Since the Claimant's claim amount is not 100% supported by the Tribunal, a percentage of 80% of the legal costs borne by the Respondent should be a reasonably balanced percentage.",1,0,1,0,0,1,1,0,0,0,Private,Master's,1,1,0,0,1,Investor-State Vignette|Investor-Investor Vignette,42,1,Respondent,Appointed by Winner,5,0,0,1,1
R_uaH1HWtMZugfgFr,10/27/2015 13:01,10/27/2015 13:11,1,Blind,a high income economy,a middle income economy,Respondent wins,1,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,0,1,0,0,0,0,0,0,1,0,"There is no fact justifying that the winner should be penalized or contribute to financing litigation against it, and none justifying that the loser should have its risks mitigated.",1,2034040,100,0,0,0,1,0,NA,NA,NA,NA,NA,No fact is given justifying departure from the common experts finding. The loser should pay expenses of arbitration unless some fact militates against that.  Difficult to award 100% of winner's costs without knowing what they are.,1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,43,2,Respondent,Blind,4,0,1,0,1
R_TvbamtsNtl34Dzb,10/24/2015 9:26,10/24/2015 9:30,1,Parties,a high income economy,a low income economy,Respondent wins,1,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,2,1,0,0,0,0,0,0,0,0,1,NA,1,3000000,85,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,Private,NA,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,44,1,Respondent,Parties,5,0,0,1,1
R_T6rdKtL3yE764cp,10/25/2015 13:46,10/25/2015 14:08,1,Parties,a high income economy,a middle income economy,Respondent wins,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,"While the facts of this case attempt to drive a result where the claimant is hit with all or a portion of the fees and expenses of the arbitration, no where do the facts state that the claim was brought in bad faith. Yes, the claimant lost but this is not the same as bad faith.   / As noted in my other response, I am a firm believer that the parties pay their own way rule in arbitration as otherwise, they may chose to litigate in court.  Based on my 36 years practicing law, while I do not always like the decision in an arbitration case, I believe it is a far superior method of resolving disputes than civil litigation, where (unless provided by law or contract) the parties pay their own way.  I fear that a loser pay rule (absent a contract provision) discourages the use of arbitration.",1,2500000,0,0,0,1,0,0,NA,NA,NA,NA,NA,"Both of the experts were credible.  Absent any other evidence, it is clear that damages are due.  I split them in the middle based on the two credible amounts in evidence.   / It is my opinion based on 36 years in the practice of law (34 years in arbitration) that the parties should pay their own expenses; this assumes no contract provision to the contrary. I believe this even in a case such as this where both witnesses found damages due. Arbitration shroud be encouraged  as a way to resolve disputes. The ""loser pay rule chills this goal and may lead parties to seek court resolution where attorneys fees would not be awarded (absent contract provision).",1,0,1,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,46,3,Respondent,Parties,3,1,0,0,0
R_T622Dpov7KHJ5XH,11/2/2015 7:53,11/2/2015 8:02,1,Claimant,a high income economy,a low income economy,Claimant without legal merit,0,by the claimant.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-Investor Vignette|Investor-State Vignette,47,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_szBEV1VxCVyMnmx,10/28/2015 2:39,10/28/2015 3:03,1,Parties,a middle income economy,a middle income economy,Respondent wins,1,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,65,0,0,0,1,0,0,1,0,0,0,"I have based my answers on the assumption that the respondent is a country with resources much larger than those available to the claimant. A fair compromise in this situation, would be for the respondent to cover those costs which the claimant would not normally be expected to bear unless it is in dispute with a state. Claimant entered into a contract with a country and was aware of the inherent risks in the event of a dispute.",1,2801470,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"The point behind arbitration is a fair compromise for both parties. Damages calculated were 70% of the figure calculated by the claimant's experts and in this case, it's only fair that each party would bear its own expenses.",1,1,0,0,1,0,1,0,0,0,Private,Master's,1,1,0,0,1,Investor-State Vignette|Investor-Investor Vignette,48,4,Respondent,Parties,2,0,0,0,0
R_sTrDRHm2TGrpSp3,10/23/2015 16:55,10/23/2015 17:49,1,Respondent,a high income economy,a middle income economy,Outside jurisdiction,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,"As neither liability nor damages were determined, and as the counsels for both parties behaved professionally and ethically during the proceedings, there is no basis for determining that either party should pay more than half of the tribunal fees and expenses, or that either party is responsible for any of the costs of the other party. / If the tribunal took the case all the way through to a determination on the merits, then another possibility is that the tribunal should have decided the issue of jurisdiction at the beginning of the process, rather than at the end of it , and a certain percentage of the tribunal fees and expenses should not be charged to either party.",1,2034040,80,NA,NA,NA,NA,NA,0,1,0,0,0,"The damage award of 100% of the amount determined by the expert chosen by both parties. It could be wrong on either side of the final number, but the case information does not show any legal or equitable ground to modify the expert's result. /  / Without knowing more about the behavior of the parties before and during the arbitration process, 80% of the arbitration fees fixed by the tribunal is around the proportion that a respondent tends to be generally responsible for a case to go through the pre-tribunal process all the way to the award stage, even though the original award requested by claimant may have been double  the award granted (that part is unclear in the example. /  / For the same reason as above,  the Respondent in this case to take on some financial responsibility  for the expenses of a claimant who received the award.",1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,49,3,Respondent,Appointed by Winner,3,1,0,0,0
R_sGxOUbOq4L5rf21,10/28/2015 4:50,10/28/2015 6:33,1,Parties,a high income economy,a middle income economy,Claimant wins,1,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,100,0,0,0,0,1,1,0,0,0,0,The party who has done wrong should bear the costs,1,2800000,29,NA,NA,NA,NA,NA,0,1,0,0,0,"Decision by majority means that there are some facts helping respondents also, therefore entitled for 70%.",1,1,0,0,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,51,5,Claimant,Parties,5,0,0,1,1
R_SGDryvERdk8NFqF,10/27/2015 13:04,10/27/2015 13:05,0,Blind,a middle income economy,a middle income economy,Claimant without legal merit,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,52,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_scF1qh231A9dsad,10/28/2015 0:49,10/28/2015 1:01,1,Claimant,a middle income economy,a middle income economy,Respondent wins,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,40,0,1,0,0,0,0,0,0,1,0,"if the dispute is genuine and the claimant was prosecuting it bonafidely then it will be unfail to saddle it with the whole costs a, however being a loosing party fairness would be met if it is made to ber 105 of the costs since the Respondent is State.",1,0,61,NA,NA,NA,NA,NA,0,1,0,0,0,"Claimant is a fortune 500 company, Resonmdent is a start up so both parties could pay their legal costs except that Respondant reimburse the Claimant with the Court fees and ICC costs.",1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,55,2,Respondent,Appointed by Loser,4,0,1,0,1
R_sAMMeVmOl82rOFj,10/29/2015 0:08,10/29/2015 0:32,1,Parties,a high income economy,a low income economy,Claimant wins,1,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,50,0,0,0,1,0,0,1,0,0,0,"If it were not for the Respondent's unfair treatment and and wrongful expropriation, the Claimant would not have had to pay for cost for legal representatives.",1,2034040,61,NA,NA,NA,NA,NA,0,1,0,0,0,"The losing party should pay for most of the costs as if it weren't for the Respondent's non-compliance with the contract, the Claimant wouldn't have incurred these costs.",1,0,1,0,1,0,0,0,0,1,Private,NA,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,56,4,Claimant,Parties,4,0,1,0,1
R_RwCNy5WBexFeVe9,10/27/2015 13:41,10/27/2015 13:42,0,Blind,a middle income economy,a low income economy,Outside jurisdiction,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,57,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_RV7Z1Shh6ae2fv3,10/26/2015 8:44,10/26/2015 8:48,0,Respondent,a high income economy,a low income economy,Claimant without legal merit,0,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,58,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
R_RK6AGKArm574zcJ,10/26/2015 1:36,10/26/2015 1:56,1,Respondent,a middle income economy,a low income economy,Respondent wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"The losing party should bear the costs of the other side.  Had there been some areas where each party had lost, then an apportioning of costs would be considered.",1,2530700,50,0,0,0,0,1,NA,NA,NA,NA,NA,"no unusual for cost experts to have large differences in initial findings, however if rules experts that difference can be narrowed down.  With nothing else to go on but 'equal' professionals, split the difference.  Cost of arbitration split as it is the 'foreseen' cost of resolving the dispute, however losing party should pay other party's expenses.",1,1,0,1,1,0,0,0,0,1,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,59,1,Respondent,Appointed by Winner,5,0,0,1,1
R_Re78xaZHmpUdbd7,10/27/2015 14:19,10/27/2015 14:23,0,Respondent,a middle income economy,a low income economy,Claimant wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,60,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
R_R8HLTaarlNgQ9Wx,10/28/2015 5:07,10/28/2015 5:08,1,Blind,a high income economy,a low income economy,Respondent wins,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,NA,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-State Vignette|Investor-Investor Vignette,62,NA,Respondent,Blind,NA,NA,NA,NA,NA
R_R2ZEeAE3KfwGCJ3,10/23/2015 20:50,10/23/2015 21:05,1,Claimant,a high income economy,a low income economy,Outside jurisdiction,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,26,0,1,0,0,0,0,0,0,1,0,"I assume the claimant made the choice of submitting the claim to not his tribunal, and therefore should bear the cost of in essence making an incorrect choice.",1,2034040,100,0,0,0,0,1,NA,NA,NA,NA,NA,The claimant was 100% successful and should be compensated for its costs.,1,1,0,0,1,0,1,0,0,0,Private,Master's,1,1,0,0,1,Investor-State Vignette|Investor-Investor Vignette,63,2,Respondent,Appointed by Loser,4,0,1,0,1
R_r1l8JweZ3eyhpEB,10/23/2015 17:11,10/23/2015 17:13,0,Parties,a high income economy,a middle income economy,Respondent wins,0,by the parties.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,64,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_qympzUwELG8B5yF,10/27/2015 14:17,10/27/2015 14:17,0,Parties,a high income economy,a middle income economy,Outside jurisdiction,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,65,NA,Respondent,Parties,NA,NA,NA,NA,NA
